"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"4123","NCS30",5.945,"Low Fat",0.093170838,"Household",127.3652,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1549.9824
"4124","FDB40",17.5,"Regular",0.007538459,"Dairy",144.2102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4082.6856
"4126","FDC11",20.5,"Low Fat",0.141792841,"Starchy Foods",89.7172,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1159.8236
"4128","FDE14",13.65,"Regular",0.031573246,"Canned",99.47,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",299.61
"4129","NCT41",15.7,"Low Fat",0.055943697,"Health and Hygiene",150.6024,"OUT013",1987,"High","Tier 3","Supermarket Type1",2428.8384
"4130","FDP52",18.7,"Regular",0,"Frozen Foods",229.201,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3215.814
"4132","FDC40",16,"Regular",0.065165046,"Dairy",79.3986,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",856.8846
"4133","NCA42",6.965,"Low Fat",0,"Household",159.4604,"OUT013",1987,"High","Tier 3","Supermarket Type1",3169.208
"4136","DRB13",6.115,"Regular",0.007038478,"Soft Drinks",189.253,"OUT013",1987,"High","Tier 3","Supermarket Type1",3605.307
"4139","FDR49",8.71,"Low Fat",0.139202085,"Canned",46.1376,"OUT035",2004,"Small","Tier 2","Supermarket Type1",383.5008
"4140","FDY40",15.5,"Regular",0.086184647,"Frozen Foods",50.9692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",394.1536
"4141","FDL48",19.35,"Regular",0.082250863,"Baking Goods",48.7034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",534.6374
"4143","FDZ52",19.2,"Low Fat",0.100482186,"Frozen Foods",111.8886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1667.829
"4144","FDK32",16.25,"Regular",0.049051717,"Fruits and Vegetables",152.4682,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2439.4912
"4145","FDK51",19.85,"Low Fat",0.005230786,"Dairy",265.1884,"OUT013",1987,"High","Tier 3","Supermarket Type1",5034.7796
"4146","FDP28",13.65,"Regular",0.08062523,"Frozen Foods",259.6936,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2087.9488
"4147","DRZ24",7.535,"Low Fat",0.081787519,"Soft Drinks",120.844,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2157.192
"4150","FDI21",5.59,"Regular",0.056602818,"Snack Foods",63.2168,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1725.7536
"4151","FDZ43",11,"Regular",0.057047756,"Fruits and Vegetables",240.4512,"OUT035",2004,"Small","Tier 2","Supermarket Type1",7028.1848
"4152","FDI57",19.85,"Low Fat",0.05410964,"Seafood",195.0768,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1970.768
"4155","FDF29",15.1,"Regular",0.020015391,"Frozen Foods",128.831,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1817.634
"4156","FDU02",13.35,"Low Fat",0.102426197,"Dairy",230.6352,"OUT013",1987,"High","Tier 3","Supermarket Type1",5725.88
"4157","FDD23",9.5,"Regular",0.048761223,"Starchy Foods",186.5898,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5238.5144
"4158","FDN04",11.8,"Regular",0,"Frozen Foods",179.2344,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2141.2128
"4159","FDG29",17.6,"Low Fat",0.056281276,"Frozen Foods",40.3454,"OUT035",2004,"Small","Tier 2","Supermarket Type1",796.9626
"4161","FDB53",13.35,"Low Fat",0.139669224,"Frozen Foods",147.6392,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1938.8096
"4163","FDP57",17.5,"Low Fat",0,"Snack Foods",102.999,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2992.771
"4165","NCT42",5.88,"Low Fat",0.024926013,"Household",149.9392,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1491.392
"4170","DRI23",18.85,"Low Fat",0.137410256,"Hard Drinks",161.7578,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1604.578
"4172","NCW06",16.2,"Low Fat",0,"Household",190.8162,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3271.0754
"4173","NCX06",17.6,"Low Fat",0.015750947,"Household",182.5976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1629.8784
"4174","NCE19",8.97,"Low Fat",0.092937216,"Household",54.6956,"OUT013",1987,"High","Tier 3","Supermarket Type1",764.3384
"4175","FDI60",7.22,"Regular",0.03828933,"Baking Goods",64.751,"OUT013",1987,"High","Tier 3","Supermarket Type1",126.502
"4178","FDE11",17.7,"Regular",0.135646297,"Starchy Foods",186.0924,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3516.7556
"4182","FDH26",19.25,"Regular",0.034753686,"Canned",141.5496,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1976.0944
"4184","FDQ26",13.5,"Regular",0.067872402,"Dairy",57.8562,"OUT046",1997,"Small","Tier 1","Supermarket Type1",355.5372
"4187","NCJ29",10.6,"Low Fat",0.035247642,"Health and Hygiene",84.7224,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1619.2256
"4189","FDA52",16.2,"Regular",0.128397995,"Frozen Foods",178.337,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1411.496
"4190","FDF57",14.5,"Regular",0.058918844,"Fruits and Vegetables",169.7448,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3238.4512
"4191","NCO26",7.235,"Low Fat",0.076791671,"Household",116.4492,"OUT013",1987,"High","Tier 3","Supermarket Type1",2316.984
"4192","DRL59",16.75,"Low Fat",0.021220113,"Hard Drinks",55.1298,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1240.3854
"4195","FDB26",14,"Regular",0.031261583,"Canned",52.564,"OUT035",2004,"Small","Tier 2","Supermarket Type1",639.168
"4196","FDK51",19.85,"Low Fat",0.005235143,"Dairy",265.8884,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2649.884
"4201","NCA54",16.5,"Low Fat",0.036641597,"Household",178.7318,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1263.0226
"4203","FDG31",12.15,"Low Fat",0.037864854,"Meat",63.0826,"OUT013",1987,"High","Tier 3","Supermarket Type1",322.913
"4204","FDA21",13.65,"Low Fat",0.036016619,"Snack Foods",186.3924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1295.6468
"4205","FDI09",20.75,"Regular",0.12953868,"Seafood",240.288,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2396.88
"4206","FDI20",19.1,"Low Fat",0.038531668,"Fruits and Vegetables",210.6586,"OUT013",1987,"High","Tier 3","Supermarket Type1",5487.5236
"4210","FDC58",10.195,"Low Fat",0.041907414,"Snack Foods",43.8428,"OUT013",1987,"High","Tier 3","Supermarket Type1",175.7712
"4211","NCC30",16.6,"Low Fat",0.027556247,"Household",176.6344,"OUT013",1987,"High","Tier 3","Supermarket Type1",1962.7784
"4212","FDY03",17.6,"Regular",0.076058484,"Meat",111.8202,"OUT013",1987,"High","Tier 3","Supermarket Type1",2025.3636
"4213","FDZ44",8.185,"Low Fat",0.038729057,"Fruits and Vegetables",117.1808,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1874.8928
"4215","DRD15",10.6,"Low Fat",0.056884225,"Dairy",231.9642,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3020.7346
"4217","FDP25",15.2,"Low Fat",0.021207519,"Canned",219.4824,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1747.0592
"4219","DRJ24",11.8,"Low Fat",0.113307794,"Soft Drinks",187.0924,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1850.924
"4222","FDR46",16.85,"Low Fat",0.139301634,"Snack Foods",144.976,"OUT013",1987,"High","Tier 3","Supermarket Type1",2783.044
"4225","FDV38",19.25,"Low Fat",0.1017546,"Dairy",55.1956,"OUT035",2004,"Small","Tier 2","Supermarket Type1",491.3604
"4227","FDD57",18.1,"Low Fat",0.022380952,"Fruits and Vegetables",93.6094,"OUT013",1987,"High","Tier 3","Supermarket Type1",476.047
"4228","FDE46",18.6,"Low Fat",0.01575657,"Snack Foods",153.1366,"OUT013",1987,"High","Tier 3","Supermarket Type1",3173.8686
"4232","FDL33",7.235,"Low Fat",0,"Snack Foods",197.2452,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2348.9424
"4233","FDS03",7.825,"Low Fat",0.07962861,"Meat",63.4826,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2002.0606
"4235","FDE50",19.7,"Regular",0.016202582,"Canned",188.2556,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3379.6008
"4236","FDT02",12.6,"Low Fat",0.024190156,"Dairy",34.4874,"OUT035",2004,"Small","Tier 2","Supermarket Type1",494.0236
"4238","FDO15",16.75,"Regular",0.008564925,"Meat",73.2038,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1404.1722
"4239","DRI39",13.8,"Low Fat",0.097457483,"Dairy",55.393,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1018.674
"4240","NCO14",9.6,"Low Fat",0.029619203,"Household",43.6086,"OUT013",1987,"High","Tier 3","Supermarket Type1",624.5204
"4241","NCN19",13.1,"Low Fat",0,"Others",189.253,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1518.024
"4243","FDE10",6.67,"Regular",0.09031453,"Snack Foods",130.5626,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1180.4634
"4244","FDQ08",15.7,"Regular",0.018930352,"Fruits and Vegetables",59.4536,"OUT046",1997,"Small","Tier 1","Supermarket Type1",857.5504
"4245","NCQ43",17.75,"Low Fat",0.111209003,"Others",107.7912,"OUT013",1987,"High","Tier 3","Supermarket Type1",982.7208
"4246","FDY57",20.2,"Regular",0.121153331,"Snack Foods",97.3752,"OUT013",1987,"High","Tier 3","Supermarket Type1",958.752
"4248","NCG19",20.25,"Low Fat",0.148163564,"Household",232.7616,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1874.8928
"4250","FDW27",5.86,"Regular",0.150853308,"Meat",156.0314,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2016.7082
"4252","FDZ39",19.7,"Regular",0.018024769,"Meat",104.499,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1031.99
"4253","NCK19",9.8,"Low Fat",0.090448534,"Others",194.5478,"OUT035",2004,"Small","Tier 2","Supermarket Type1",774.9912
"4254","FDY20",12.5,"Regular",0.08175276,"Fruits and Vegetables",89.0488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1267.6832
"4256","NCY41",16.75,"Low Fat",0.075735621,"Health and Hygiene",34.5532,"OUT046",1997,"Small","Tier 1","Supermarket Type1",323.5788
"4257","NCN14",19.1,"Low Fat",0.091917786,"Others",182.7608,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1837.608
"4259","FDW49",19.5,"Low Fat",0.082483516,"Canned",179.2002,"OUT013",1987,"High","Tier 3","Supermarket Type1",2865.6032
"4260","FDN23",6.575,"Regular",0.075507758,"Breads",146.4444,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1596.5884
"4262","FDY36",12.3,"Low Fat",0.009425158,"Baking Goods",74.838,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1537.998
"4267","FDG38",8.975,"Regular",0.05272914,"Canned",86.4224,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1022.6688
"4268","NCO18",13.15,"Low Fat",0.024630755,"Household",178.2686,"OUT013",1987,"High","Tier 3","Supermarket Type1",2666.529
"4269","NCO54",19.5,"Low Fat",0.014274292,"Household",55.6614,"OUT046",1997,"Small","Tier 1","Supermarket Type1",718.3982
"4270","NCW18",15.1,"Low Fat",0.059313603,"Household",238.1248,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4266.4464
"4271","FDB36",5.465,"Regular",0.048518008,"Baking Goods",132.9626,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2360.9268
"4272","FDJ45",17.75,"Low Fat",0.073349552,"Seafood",34.2216,"OUT013",1987,"High","Tier 3","Supermarket Type1",934.7832
"4274","DRD12",6.96,"Low Fat",0.077129323,"Soft Drinks",92.7146,"OUT013",1987,"High","Tier 3","Supermarket Type1",1733.0774
"4275","FDR47",17.85,"Low Fat",0.087824967,"Breads",196.0794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1755.7146
"4276","FDJ10",5.095,"Regular",0.130031207,"Snack Foods",142.4838,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",561.9352
"4277","DRC25",5.73,"Low Fat",0.045334098,"Soft Drinks",87.0882,"OUT013",1987,"High","Tier 3","Supermarket Type1",1803.6522
"4278","NCW54",7.5,"Low Fat",0.096333029,"Household",57.8588,"OUT013",1987,"High","Tier 3","Supermarket Type1",1145.176
"4279","FDA26",7.855,"Regular",0.073858923,"Dairy",218.6482,"OUT013",1987,"High","Tier 3","Supermarket Type1",3723.8194
"4280","DRF01",5.655,"Low Fat",0.175047104,"Soft Drinks",146.9102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1895.5326
"4283","NCU41",18.85,"Low Fat",0.0520115,"Health and Hygiene",190.3846,"OUT013",1987,"High","Tier 3","Supermarket Type1",3630.6074
"4284","FDV20",20.2,"Regular",0.059790095,"Fruits and Vegetables",127.4678,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3560.6984
"4286","DRI25",19.6,"Low Fat",0.03395415,"Soft Drinks",56.4614,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",773.6596
"4287","FDA40",16,"Regular",0.099271209,"Frozen Foods",88.5856,"OUT046",1997,"Small","Tier 1","Supermarket Type1",878.856
"4289","FDM13",6.425,"Low Fat",0.06316338,"Breakfast",132.2626,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2098.6016
"4290","NCM05",6.825,"Low Fat",0.059846975,"Health and Hygiene",262.5226,"OUT046",1997,"Small","Tier 1","Supermarket Type1",9779.9362
"4293","DRG13",17.25,"Low Fat",0.037155206,"Soft Drinks",166.4526,"OUT013",1987,"High","Tier 3","Supermarket Type1",3782.4098
"4294","NCT30",9.1,"Low Fat",0.080417724,"Household",48.8718,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",425.4462
"4295","NCG42",19.2,"Low Fat",0.041227831,"Household",129.831,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1947.465
"4300","FDZ23",17.75,"Regular",0.067607749,"Baking Goods",188.024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2796.36
"4304","DRF01",5.655,"Low Fat",0,"Soft Drinks",147.5102,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1166.4816
"4305","DRK12",9.5,"Low Fat",0.041951439,"Soft Drinks",32.49,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",865.54
"4306","FDL58",5.78,"Regular",0.074087369,"Snack Foods",264.9568,"OUT013",1987,"High","Tier 3","Supermarket Type1",6855.0768
"4307","FDD44",8.05,"Regular",0,"Fruits and Vegetables",257.5646,"OUT013",1987,"High","Tier 3","Supermarket Type1",5153.292
"4308","FDT50",6.75,"Regular",0.108679906,"Dairy",95.6752,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1246.3776
"4312","FDR22",19.35,"Regular",0.018591464,"Snack Foods",112.9544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.2528
"4313","NCV06",11.3,"Low Fat",0.066952965,"Household",192.0478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3099.9648
"4315","FDH60",19.7,"Regular",0,"Baking Goods",194.411,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5106.686
"4317","FDA47",10.5,"Regular",0.117149075,"Baking Goods",164.121,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1794.331
"4318","FDS37",7.655,"Low Fat",0.031994534,"Canned",114.3492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1853.5872
"4319","FDF12",8.235,"Low Fat",0.08276363,"Baking Goods",146.5076,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1625.8836
"4320","FDP24",20.6,"Low Fat",0.083004078,"Baking Goods",119.4756,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1090.5804
"4321","FDU20",19.35,"Regular",0.021490911,"Fruits and Vegetables",122.1098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2892.2352
"4325","FDZ35",9.6,"Regular",0.022274264,"Breads",101.699,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2992.771
"4326","FDB50",13,"Low Fat",0.153618566,"Canned",79.6986,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1480.0734
"4327","FDY10",17.6,"Low Fat",0.049267759,"Snack Foods",113.0176,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2862.94
"4332","FDW56",7.68,"Low Fat",0.070900282,"Fruits and Vegetables",192.6162,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5580.0698
"4334","FDC50",15.85,"Low Fat",0.136497913,"Canned",96.3094,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2856.282
"4336","FDU23",12.15,"Low Fat",0,"Breads",164.7184,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3962.8416
"4337","FDN45",19.35,"Low Fat",0.118080437,"Snack Foods",222.6088,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6040.1376
"4341","NCI43",19.85,"Low Fat",0.025968706,"Household",49.5376,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1006.6896
"4344","FDB12",11.15,"Regular",0.105307659,"Baking Goods",102.0648,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1038.648
"4345","FDW19",12.35,"Regular",0.038500421,"Fruits and Vegetables",110.757,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1208.427
"4349","FDU11",4.785,"Low Fat",0.09297084,"Breads",122.0098,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2048.6666
"4356","FDK22",9.8,"Low Fat",0.026081567,"Snack Foods",217.585,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4327.7
"4357","DRP35",18.85,"Low Fat",0.09079168,"Hard Drinks",127.1336,"OUT013",1987,"High","Tier 3","Supermarket Type1",3579.3408
"4358","NCL29",9.695,"Low Fat",0.113917889,"Health and Hygiene",158.2604,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2693.8268
"4359","FDG53",10,"Low Fat",0.045928229,"Frozen Foods",138.118,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1957.452
"4360","DRM23",16.6,"Low Fat",0.135620265,"Hard Drinks",172.9422,"OUT013",1987,"High","Tier 3","Supermarket Type1",2931.5174
"4361","FDR09",18.25,"Low Fat",0.077709902,"Snack Foods",259.6962,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5438.9202
"4363","FDZ04",9.31,"Low Fat",0.037955094,"Frozen Foods",62.151,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1201.769
"4365","FDR21",19.7,"Low Fat",0.067039526,"Snack Foods",178.337,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1411.496
"4367","FDJ15",11.35,"Regular",0.023358738,"Dairy",184.4608,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4042.7376
"4368","FDO34",17.7,"Low Fat",0.029933275,"Snack Foods",169.0816,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5201.2296
"4370","FDS60",20.85,"Low Fat",0.032448523,"Baking Goods",177.866,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1078.596
"4371","FDX57",17.25,"Regular",0.047266211,"Snack Foods",97.0068,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1846.9292
"4372","FDS40",15.35,"Low Fat",0.01404119,"Frozen Foods",38.419,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",476.047
"4373","FDT08",13.65,"Low Fat",0.04917754,"Fruits and Vegetables",151.805,"OUT013",1987,"High","Tier 3","Supermarket Type1",2696.49
"4380","DRL35",15.7,"Low Fat",0.03067808,"Hard Drinks",44.777,"OUT013",1987,"High","Tier 3","Supermarket Type1",605.878
"4381","FDD56",15.2,"Regular",0.103758647,"Fruits and Vegetables",177.0054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2976.7918
"4385","FDX24",8.355,"Low Fat",0.013926425,"Baking Goods",93.0462,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1110.5544
"4386","NCN43",12.15,"Low Fat",0.006754117,"Others",122.173,"OUT013",1987,"High","Tier 3","Supermarket Type1",2586.633
"4387","FDK34",13.35,"Low Fat",0,"Snack Foods",238.7564,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1906.8512
"4388","NCN41",17,"Low Fat",0.052209303,"Health and Hygiene",122.373,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2586.633
"4389","FDW16",17.35,"Regular",0.041538713,"Frozen Foods",93.1804,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1378.206
"4391","NCD07",9.1,"Low Fat",0.055382616,"Household",115.0518,"OUT013",1987,"High","Tier 3","Supermarket Type1",683.1108
"4392","FDG44",6.13,"Low Fat",0,"Fruits and Vegetables",54.1298,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1348.245
"4394","FDB23",19.2,"Regular",0.005583951,"Starchy Foods",226.9062,"OUT013",1987,"High","Tier 3","Supermarket Type1",4514.124
"4395","DRK59",8.895,"Low Fat",0.075757177,"Hard Drinks",233.8616,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",937.4464
"4396","FDT31",19.75,"Low Fat",0.012467648,"Fruits and Vegetables",188.1872,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2458.1336
"4397","FDB15",10.895,"Low Fat",0.137368051,"Dairy",264.3568,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4745.8224
"4401","FDP40",4.555,"Regular",0.034410585,"Frozen Foods",111.3544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.2528
"4405","FDO01",21.1,"Regular",0.020750867,"Breakfast",128.7994,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1927.491
"4407","FDU47",12.8,"Regular",0.114318263,"Breads",142.2838,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",421.4514
"4410","FDQ31",5.785,"Regular",0.053930934,"Fruits and Vegetables",87.3856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",878.856
"4412","FDK50",7.96,"Low Fat",0.028339599,"Canned",162.4894,"OUT013",1987,"High","Tier 3","Supermarket Type1",1779.6834
"4413","FDB49",8.3,"Regular",0.030151351,"Baking Goods",98.7384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",492.692
"4415","FDU02",13.35,"Low Fat",0.102670882,"Dairy",228.6352,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3435.528
"4416","FDK26",5.46,"Regular",0.032177405,"Canned",185.424,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5219.872
"4418","FDF53",20.75,"Regular",0.083536989,"Frozen Foods",180.3318,"OUT013",1987,"High","Tier 3","Supermarket Type1",4149.9314
"4419","NCZ30",6.59,"Low Fat",0.026225693,"Household",119.0098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2530.7058
"4423","FDP25",15.2,"Low Fat",0.021293909,"Canned",218.4824,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1528.6768
"4425","FDV49",10,"Low Fat",0.025822315,"Canned",262.7226,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3171.8712
